"Participant_ID","State","Rule_type","Rule_order","pre_test_level","Pre_Test","Post_Test","Problem","ProblemStep","TrueTimeSpentOnStep","TimeSpent","Gain","n_gain"
"thinkaloudp0606","Rule_violation","R3",5,"high",0.67,0.83,8,1,102.62700009346,10.748,0.16,0.484848484848485
"thinkaloudp0606","Rule_violation","R1",2,"high",0.67,0.83,2,1,57.4210000038147,5.434,0.16,0.484848484848485
"thinkaloudp0606","Rule_violation","R7",1,"high",0.67,0.83,7,3,128.585999965668,34.672,0.16,0.484848484848485
"thinkaloudp0701","Follow_wrong","R4",1,"high",0.5,0.67,4,1,25.6679999828339,4.153,0.17,0.34
"thinkaloudp0701","Reading_question","R1",3,"high",0.5,0.67,3,1,8.30299997329712,4.832,0.17,0.34
"thinkaloudp0701","Reading_question","R3",5,"high",0.5,0.67,8,1,17.3680000305176,5.815,0.17,0.34
"thinkaloudp0701","Reading_question","R1",2,"high",0.5,0.67,2,1,7.19500017166138,2.945,0.17,0.34
"thinkaloudp0701","Reading_question","R4",1,"high",0.5,0.67,4,1,25.6679999828339,3.447,0.17,0.34
"thinkaloudp0701","Reading_question","R4",6,"high",0.5,0.67,6,2,15.8430001735687,7.971,0.17,0.34
"thinkaloudp0701","Reading_question","R6",4,"high",0.5,0.67,9,3,11.2780001163483,2.939,0.17,0.34
"thinkaloudp0701","Reading_question","R2",1,"high",0.5,0.67,1,2,6.7590000629425,2.814,0.17,0.34
"thinkaloudp0701","Reading_question","R2",3,"high",0.5,0.67,3,2,7,3.044,0.17,0.34
"thinkaloudp0701","Reading_question","R4",4,"high",0.5,0.67,5,2,10.0759999752045,2.872,0.17,0.34
"thinkaloudp0701","Reading_question","R6",1,"high",0.5,0.67,7,2,22.5139999389648,5.542,0.17,0.34
"thinkaloudp0701","Reading_question","R3",4,"high",0.5,0.67,7,1,30.0980000495911,3.357,0.17,0.34
"thinkaloudp0701","Reading_question","R5",3,"high",0.5,0.67,6,3,10.0179998874664,4.103,0.17,0.34
"thinkaloudp0701","Reading_question","R3",6,"high",0.5,0.67,9,1,27.5309998989105,3.848,0.17,0.34
"thinkaloudp0701","Reading_question","R1",1,"high",0.5,0.67,1,1,9.8659999370575,4.64,0.17,0.34
"thinkaloudp0701","Reading_question","R6",3,"high",0.5,0.67,9,2,16.5680000782013,6.071,0.17,0.34
"thinkaloudp0701","Reading_question","R7",2,"high",0.5,0.67,8,3,33.5130000114441,11.138,0.17,0.34
"thinkaloudp0701","Reading_question","R3",1,"high",0.5,0.67,1,3,7.2829999923706,4.658,0.17,0.34
"thinkaloudp0701","Reading_question","R4",3,"high",0.5,0.67,5,1,14.2349998950958,3.109,0.17,0.34
"thinkaloudp0701","Reading_question","R5",2,"high",0.5,0.67,5,3,24.3819999694824,3.988,0.17,0.34
"thinkaloudp0701","Reading_question","R7",1,"high",0.5,0.67,7,3,27.875,6.659,0.17,0.34
"thinkaloudp0701","Reading_question","R2",2,"high",0.5,0.67,2,2,6.30399990081787,1.733,0.17,0.34
"thinkaloudp0701","Reading_question","R6",2,"high",0.5,0.67,8,2,18.6679999828339,3.379,0.17,0.34
"thinkaloudp0701","Reading_question","R3",2,"high",0.5,0.67,2,3,8.96600008010864,3.277,0.17,0.34
"thinkaloudp0701","Reading_question","R5",1,"high",0.5,0.67,4,3,15.6949996948242,2.1,0.17,0.34
"thinkaloudp0701","Reading_question","R3",3,"high",0.5,0.67,3,3,8.77999997138977,0.633,0.17,0.34
"thinkaloudp0701","Reading_question","R4",5,"high",0.5,0.67,6,1,24.2889997959137,3.958,0.17,0.34
"thinkaloudp0701","Reading_question","R4",2,"high",0.5,0.67,4,2,6.007000207901,2.201,0.17,0.34
"thinkaloudp0701","Rule_discovery","R4",1,"high",0.5,0.67,4,1,25.6679999828339,7.459,0.17,0.34
"thinkaloudp0701","Rule_following","R6",4,"high",0.5,0.67,9,3,11.2780001163483,7.71,0.17,0.34
"thinkaloudp0701","Rule_following","R4",6,"high",0.5,0.67,6,2,15.8430001735687,7.224,0.17,0.34
"thinkaloudp0701","Rule_following","R3",3,"high",0.5,0.67,3,3,8.77999997138977,7.06,0.17,0.34
"thinkaloudp0701","Rule_following","R5",3,"high",0.5,0.67,6,3,10.0179998874664,5.188,0.17,0.34
"thinkaloudp0701","Rule_following","R7",3,"high",0.5,0.67,9,4,26.1539998054504,26.549,0.17,0.34
"thinkaloudp0701","Rule_following","R3",4,"high",0.5,0.67,7,1,30.0980000495911,26.243,0.17,0.34
"thinkaloudp0701","Rule_following","R2",3,"high",0.5,0.67,3,2,7,3.159,0.17,0.34
"thinkaloudp0701","Rule_following","R2",2,"high",0.5,0.67,2,2,6.30399990081787,3.087,0.17,0.34
"thinkaloudp0701","Rule_following","R2",1,"high",0.5,0.67,1,2,6.7590000629425,3.308,0.17,0.34
"thinkaloudp0701","Rule_following","R7",1,"high",0.5,0.67,7,3,27.875,19.597,0.17,0.34
"thinkaloudp0701","Rule_following","R1",2,"high",0.5,0.67,2,1,7.19500017166138,3.683,0.17,0.34
"thinkaloudp0701","Rule_following","R3",1,"high",0.5,0.67,1,3,7.2829999923706,1.706,0.17,0.34
"thinkaloudp0701","Rule_following","R3",5,"high",0.5,0.67,8,1,17.3680000305176,10.918,0.17,0.34
"thinkaloudp0701","Rule_following","R6",2,"high",0.5,0.67,8,2,18.6679999828339,14.639,0.17,0.34
"thinkaloudp0701","Rule_following","R5",1,"high",0.5,0.67,4,3,15.6949996948242,13.121,0.17,0.34
"thinkaloudp0701","Rule_following","R1",3,"high",0.5,0.67,3,1,8.30299997329712,2.232,0.17,0.34
"thinkaloudp0701","Rule_following","R5",2,"high",0.5,0.67,5,3,24.3819999694824,19.355,0.17,0.34
"thinkaloudp0701","Rule_following","R6",3,"high",0.5,0.67,9,2,16.5680000782013,9.793,0.17,0.34
"thinkaloudp0701","Rule_following","R1",1,"high",0.5,0.67,1,1,9.8659999370575,4.731,0.17,0.34
"thinkaloudp0701","Rule_following","R4",2,"high",0.5,0.67,4,2,6.007000207901,2.703,0.17,0.34
"thinkaloudp0701","Rule_following","R4",3,"high",0.5,0.67,5,1,14.2349998950958,10.308,0.17,0.34
"thinkaloudp0701","Rule_following","R3",6,"high",0.5,0.67,9,1,27.5309998989105,23.044,0.17,0.34
"thinkaloudp0701","Rule_following","R6",1,"high",0.5,0.67,7,2,22.5139999389648,16.199,0.17,0.34
"thinkaloudp0701","Rule_following","R3",2,"high",0.5,0.67,2,3,8.96600008010864,4.528,0.17,0.34
"thinkaloudp0701","Rule_following","R4",5,"high",0.5,0.67,6,1,24.2889997959137,19.573,0.17,0.34
"thinkaloudp0701","Rule_following","R7",2,"high",0.5,0.67,8,3,33.5130000114441,21.536,0.17,0.34
"thinkaloudp0701","Rule_following","R4",4,"high",0.5,0.67,5,2,10.0759999752045,6.608,0.17,0.34
"thinkaloudp0701","Rule_search","R4",1,"high",0.5,0.67,4,1,25.6679999828339,9.333,0.17,0.34
"thinkaloudp0802","Follow_wrong","R4",1,"high",0.67,0.83,4,1,60.8559999465942,10.766,0.16,0.484848484848485
"thinkaloudp0802","Follow_wrong","R2",1,"high",0.67,0.83,1,2,195.463999986649,163.513,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R3",4,"high",0.67,0.83,7,1,23.4509999752045,3.566,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R7",3,"high",0.67,0.83,9,4,45.428,1.666,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R4",4,"high",0.67,0.83,5,2,15.2900002002716,1.197,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R4",2,"high",0.67,0.83,4,2,20.1600000858307,2.656,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R5",2,"high",0.67,0.83,5,3,27.1019999980927,8.139,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R6",2,"high",0.67,0.83,8,2,20.6220002174377,2.069,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R3",1,"high",0.67,0.83,1,3,26.1079998016357,3.263,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R7",1,"high",0.67,0.83,7,3,33.194000005722,11.55,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R6",3,"high",0.67,0.83,9,2,27.6240000724792,2.595,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R1",1,"high",0.67,0.83,1,1,32.1780002117157,2.306,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R3",5,"high",0.67,0.83,8,1,22.4319999217987,2.114,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R1",2,"high",0.67,0.83,2,1,21.0009999275208,8.225,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R6",4,"high",0.67,0.83,9,3,17.2879998683929,1.009,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R2",3,"high",0.67,0.83,3,2,13.6300001144409,6.604,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R3",2,"high",0.67,0.83,2,3,14.8510003089905,2.838,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R2",2,"high",0.67,0.83,2,2,28.5999999046326,10.188,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R6",1,"high",0.67,0.83,7,2,28.7720000743866,5.067,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R4",1,"high",0.67,0.83,4,1,60.8559999465942,10.191,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R2",1,"high",0.67,0.83,1,2,195.463999986649,5.224,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R5",1,"high",0.67,0.83,4,3,24.0309998989105,6.275,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R3",6,"high",0.67,0.83,9,1,25.2699999809265,3.403,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R4",5,"high",0.67,0.83,6,1,26.4609999656677,17.648,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R3",3,"high",0.67,0.83,3,3,16.4589998722076,2.64,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R7",2,"high",0.67,0.83,8,3,34.3420000076294,2.815,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R4",3,"high",0.67,0.83,5,1,33.5279998779297,16.871,0.16,0.484848484848485
"thinkaloudp0802","Reading_question","R1",3,"high",0.67,0.83,3,1,24.029000043869,5.481,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R2",2,"high",0.67,0.83,2,2,28.5999999046326,4.854,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R5",1,"high",0.67,0.83,4,3,24.0309998989105,7.276,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R1",1,"high",0.67,0.83,1,1,32.1780002117157,23.759,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R4",6,"high",0.67,0.83,6,2,20.1019997596741,6.73,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R3",1,"high",0.67,0.83,1,3,26.1079998016357,11.452,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R5",2,"high",0.67,0.83,5,3,27.1019999980927,7.426,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R1",3,"high",0.67,0.83,3,1,24.029000043869,4.568,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R7",1,"high",0.67,0.83,7,3,33.194000005722,6.126,0.16,0.484848484848485
"thinkaloudp0802","Relation_to_goal","R4",1,"high",0.67,0.83,4,1,60.8559999465942,8.553,0.16,0.484848484848485
"thinkaloudp0802","Rule_discovery","R4",1,"high",0.67,0.83,4,1,60.8559999465942,7.451,0.16,0.484848484848485
"thinkaloudp0802","Rule_discovery","R2",1,"high",0.67,0.83,1,2,195.463999986649,6.455,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R3",3,"high",0.67,0.83,3,3,16.4589998722076,12.978,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R1",3,"high",0.67,0.83,3,1,24.029000043869,13.431,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R3",2,"high",0.67,0.83,2,3,14.8510003089905,11.099,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R2",2,"high",0.67,0.83,2,2,28.5999999046326,12.638,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R2",3,"high",0.67,0.83,3,2,13.6300001144409,6.328,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R6",2,"high",0.67,0.83,8,2,20.6220002174377,17.662,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R1",1,"high",0.67,0.83,1,1,32.1780002117157,5.494,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R1",2,"high",0.67,0.83,2,1,21.0009999275208,11.261,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R3",5,"high",0.67,0.83,8,1,22.4319999217987,19.615,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R7",1,"high",0.67,0.83,7,3,33.194000005722,14.683,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R3",1,"high",0.67,0.83,1,3,26.1079998016357,10.493,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R5",3,"high",0.67,0.83,6,3,11.6230001449585,11.044,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R6",4,"high",0.67,0.83,9,3,17.2879998683929,15.665,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R6",3,"high",0.67,0.83,9,2,27.6240000724792,23.828,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R6",1,"high",0.67,0.83,7,2,28.7720000743866,22.914,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R4",6,"high",0.67,0.83,6,2,20.1019997596741,12.333,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R7",2,"high",0.67,0.83,8,3,34.3420000076294,30.664,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R3",4,"high",0.67,0.83,7,1,23.4509999752045,18.818,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R5",2,"high",0.67,0.83,5,3,27.1019999980927,10.758,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R4",5,"high",0.67,0.83,6,1,26.4609999656677,7.321,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R4",3,"high",0.67,0.83,5,1,33.5279998779297,16.055,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R7",3,"high",0.67,0.83,9,4,45.428,43.377,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R4",2,"high",0.67,0.83,4,2,20.1600000858307,16.821,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R5",1,"high",0.67,0.83,4,3,24.0309998989105,9.378,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R3",6,"high",0.67,0.83,9,1,25.2699999809265,21.178,0.16,0.484848484848485
"thinkaloudp0802","Rule_following","R4",4,"high",0.67,0.83,5,2,15.2900002002716,13.678,0.16,0.484848484848485
"thinkaloudp0802","Rule_search","R4",1,"high",0.67,0.83,4,1,60.8559999465942,23.176,0.16,0.484848484848485
"thinkaloudp0802","Rule_search","R2",1,"high",0.67,0.83,1,2,195.463999986649,19.009,0.16,0.484848484848485
"thinkaloudp0912","Follow_wrong","R4",1,"low",0.33,0.67,4,1,71.6230001449585,7.521,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R5",2,"low",0.33,0.67,5,3,41.7549998760223,4.911,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R1",1,"low",0.33,0.67,1,1,11.7210001945496,4.733,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R4",5,"low",0.33,0.67,6,1,21.0920000076294,6.229,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R3",2,"low",0.33,0.67,2,3,15.510999917984,5.217,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R2",3,"low",0.33,0.67,3,2,6.95600008964539,0.718,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R4",6,"low",0.33,0.67,6,2,17.2129998207092,8.504,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R4",1,"low",0.33,0.67,4,1,71.6230001449585,7.549,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R4",2,"low",0.33,0.67,4,2,12.9759998321533,3.79,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R4",3,"low",0.33,0.67,5,1,24.6449999809265,5.817,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R3",6,"low",0.33,0.67,9,1,16.8359999656677,9.95,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R4",4,"low",0.33,0.67,5,2,12.7660000324249,3.882,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R5",1,"low",0.33,0.67,4,3,72.8250000476837,5.152,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R1",2,"low",0.33,0.67,2,1,28.9750001430511,5.706,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R2",1,"low",0.33,0.67,1,2,20.0679998397827,4.954,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R3",5,"low",0.33,0.67,8,1,13.3799998760223,5.184,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R3",1,"low",0.33,0.67,1,3,14.7940001487732,2.971,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R5",3,"low",0.33,0.67,6,3,20.1319999694824,5.84,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R3",4,"low",0.33,0.67,7,1,20.3529999256134,4.9,0.34,0.507462686567164
"thinkaloudp0912","Reading_question","R1",3,"low",0.33,0.67,3,1,14.5339999198914,7.3,0.34,0.507462686567164
"thinkaloudp0912","Rule_discovery","R5",2,"low",0.33,0.67,5,3,41.7549998760223,1.995,0.34,0.507462686567164
"thinkaloudp0912","Rule_discovery","R5",1,"low",0.33,0.67,4,3,72.8250000476837,10.876,0.34,0.507462686567164
"thinkaloudp0912","Rule_discovery","R1",2,"low",0.33,0.67,2,1,28.9750001430511,2.345,0.34,0.507462686567164
"thinkaloudp0912","Rule_discovery","R4",1,"low",0.33,0.67,4,1,71.6230001449585,12.823,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R3",1,"low",0.33,0.67,1,3,14.7940001487732,10.982,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R4",2,"low",0.33,0.67,4,2,12.9759998321533,8.639,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R2",1,"low",0.33,0.67,1,2,20.0679998397827,14.487,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R3",2,"low",0.33,0.67,2,3,15.510999917984,9.536,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R2",2,"low",0.33,0.67,2,2,6.4779999256134,5.728,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R1",3,"low",0.33,0.67,3,1,14.5339999198914,6.513,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R3",5,"low",0.33,0.67,8,1,13.3799998760223,6.704,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R4",3,"low",0.33,0.67,5,1,24.6449999809265,17.993,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R3",6,"low",0.33,0.67,9,1,16.8359999656677,6.119,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R2",3,"low",0.33,0.67,3,2,6.95600008964539,5.654,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R3",3,"low",0.33,0.67,3,3,10.1099998950958,9.317,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R5",2,"low",0.33,0.67,5,3,41.7549998760223,7.321,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R5",3,"low",0.33,0.67,6,3,20.1319999694824,13.44,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R3",4,"low",0.33,0.67,7,1,20.3529999256134,14.594,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R4",4,"low",0.33,0.67,5,2,12.7660000324249,8.279,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R1",2,"low",0.33,0.67,2,1,28.9750001430511,7.425,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R1",1,"low",0.33,0.67,1,1,11.7210001945496,6.39,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R4",5,"low",0.33,0.67,6,1,21.0920000076294,14.345,0.34,0.507462686567164
"thinkaloudp0912","Rule_following","R4",6,"low",0.33,0.67,6,2,17.2129998207092,8.066,0.34,0.507462686567164
"thinkaloudp0912","Rule_search","R5",2,"low",0.33,0.67,5,3,41.7549998760223,13.478,0.34,0.507462686567164
"thinkaloudp0912","Rule_search","R4",1,"low",0.33,0.67,4,1,71.6230001449585,43.136,0.34,0.507462686567164
"thinkaloudp0912","Rule_search","R1",2,"low",0.33,0.67,2,1,28.9750001430511,5.012,0.34,0.507462686567164
"thinkaloudp0912","Rule_search","R5",1,"low",0.33,0.67,4,3,72.8250000476837,55.863,0.34,0.507462686567164
"thinkaloudp0912","Rule_violation","R5",2,"low",0.33,0.67,5,3,41.7549998760223,13.023,0.34,0.507462686567164
"thinkaloudp0912","Rule_violation","R1",2,"low",0.33,0.67,2,1,28.9750001430511,7.479,0.34,0.507462686567164
"thinkaloudp1006","Follow_wrong","R2",1,"high",0.5,0.5,1,2,49.9420001506805,20.812,0,0
"thinkaloudp1006","Follow_wrong","R4",1,"high",0.5,0.5,4,1,90.8610000610352,6.696,0,0
"thinkaloudp1006","Follow_wrong","R6",1,"high",0.5,0.5,7,2,77.4300000667572,25.281,0,0
"thinkaloudp1006","Reading_question","R5",2,"high",0.5,0.5,5,3,18.9409999847412,2.96,0,0
"thinkaloudp1006","Reading_question","R3",6,"high",0.5,0.5,9,1,41.7269999980927,7.609,0,0
"thinkaloudp1006","Reading_question","R6",2,"high",0.5,0.5,8,2,28.3109998703003,9.831,0,0
"thinkaloudp1006","Reading_question","R4",4,"high",0.5,0.5,5,2,21.2060000896454,4.098,0,0
"thinkaloudp1006","Reading_question","R1",1,"high",0.5,0.5,1,1,18.1619999408722,8.429,0,0
"thinkaloudp1006","Reading_question","R5",3,"high",0.5,0.5,6,3,15.5770001411438,4.6,0,0
"thinkaloudp1006","Reading_question","R2",3,"high",0.5,0.5,3,2,13.4119999408722,4.046,0,0
"thinkaloudp1006","Reading_question","R7",2,"high",0.5,0.5,8,3,32.103000164032,1.274,0,0
"thinkaloudp1006","Reading_question","R6",3,"high",0.5,0.5,9,2,31.510999917984,3.377,0,0
"thinkaloudp1006","Reading_question","R3",4,"high",0.5,0.5,7,1,45.2809998989105,5.865,0,0
"thinkaloudp1006","Reading_question","R2",1,"high",0.5,0.5,1,2,49.9420001506805,12.475,0,0
"thinkaloudp1006","Reading_question","R1",3,"high",0.5,0.5,3,1,25.4100000858307,9.237,0,0
"thinkaloudp1006","Reading_question","R4",5,"high",0.5,0.5,6,1,25.3429999351501,8.157,0,0
"thinkaloudp1006","Reading_question","R1",2,"high",0.5,0.5,2,1,37.7090001106262,19.446,0,0
"thinkaloudp1006","Reading_question","R2",2,"high",0.5,0.5,2,2,23.441999912262,6.9,0,0
"thinkaloudp1006","Reading_question","R3",2,"high",0.5,0.5,2,3,23.5640001296997,6.416,0,0
"thinkaloudp1006","Reading_question","R3",1,"high",0.5,0.5,1,3,32.1689999103546,9.218,0,0
"thinkaloudp1006","Reading_question","R6",1,"high",0.5,0.5,7,2,77.4300000667572,13.586,0,0
"thinkaloudp1006","Reading_question","R5",1,"high",0.5,0.5,4,3,18.9159998893738,6.948,0,0
"thinkaloudp1006","Reading_question","R7",1,"high",0.5,0.5,7,3,14.5590000152588,4.935,0,0
"thinkaloudp1006","Reading_question","R4",6,"high",0.5,0.5,6,2,18.7969999313354,5.65,0,0
"thinkaloudp1006","Reading_question","R4",3,"high",0.5,0.5,5,1,33.7190001010895,6.442,0,0
"thinkaloudp1006","Reading_question","R4",1,"high",0.5,0.5,4,1,90.8610000610352,9.709,0,0
"thinkaloudp1006","Reading_question","R3",3,"high",0.5,0.5,3,3,18.9659998416901,4.286,0,0
"thinkaloudp1006","Reading_question","R4",2,"high",0.5,0.5,4,2,27.8920001983643,4.767,0,0
"thinkaloudp1006","Reading_question","R3",5,"high",0.5,0.5,8,1,29.6840000152588,5.335,0,0
"thinkaloudp1006","Relation_to_goal","R4",6,"high",0.5,0.5,6,2,18.7969999313354,6.605,0,0
"thinkaloudp1006","Relation_to_goal","R6",3,"high",0.5,0.5,9,2,31.510999917984,17.304,0,0
"thinkaloudp1006","Relation_to_goal","R2",2,"high",0.5,0.5,2,2,23.441999912262,12.671,0,0
"thinkaloudp1006","Relation_to_goal","R4",2,"high",0.5,0.5,4,2,27.8920001983643,11.068,0,0
"thinkaloudp1006","Relation_to_goal","R6",4,"high",0.5,0.5,9,3,20.7400000095367,9.642,0,0
"thinkaloudp1006","Relation_to_goal","R3",3,"high",0.5,0.5,3,3,18.9659998416901,8.962,0,0
"thinkaloudp1006","Relation_to_goal","R2",1,"high",0.5,0.5,1,2,49.9420001506805,8.65,0,0
"thinkaloudp1006","Relation_to_goal","R1",2,"high",0.5,0.5,2,1,37.7090001106262,6.892,0,0
"thinkaloudp1006","Relation_to_goal","R1",3,"high",0.5,0.5,3,1,25.4100000858307,8.286,0,0
"thinkaloudp1006","Relation_to_goal","R3",1,"high",0.5,0.5,1,3,32.1689999103546,6.629,0,0
"thinkaloudp1006","Relation_to_goal","R5",3,"high",0.5,0.5,6,3,15.5770001411438,4.351,0,0
"thinkaloudp1006","Relation_to_goal","R3",4,"high",0.5,0.5,7,1,45.2809998989105,14.458,0,0
"thinkaloudp1006","Relation_to_goal","R3",2,"high",0.5,0.5,2,3,23.5640001296997,4.733,0,0
"thinkaloudp1006","Relation_to_goal","R5",2,"high",0.5,0.5,5,3,18.9409999847412,8.677,0,0
"thinkaloudp1006","Relation_to_goal","R6",1,"high",0.5,0.5,7,2,77.4300000667572,25.014,0,0
"thinkaloudp1006","Relation_to_goal","R3",6,"high",0.5,0.5,9,1,41.7269999980927,20.729,0,0
"thinkaloudp1006","Relation_to_goal","R4",3,"high",0.5,0.5,5,1,33.7190001010895,13.041,0,0
"thinkaloudp1006","Relation_to_goal","R7",3,"high",0.5,0.5,9,4,115.078000068665,11.631,0,0
"thinkaloudp1006","Relation_to_goal","R4",5,"high",0.5,0.5,6,1,25.3429999351501,9.126,0,0
"thinkaloudp1006","Relation_to_goal","R4",4,"high",0.5,0.5,5,2,21.2060000896454,8.482,0,0
"thinkaloudp1006","Relation_to_goal","R7",2,"high",0.5,0.5,8,3,32.103000164032,9.303,0,0
"thinkaloudp1006","Relation_to_goal","R5",1,"high",0.5,0.5,4,3,18.9159998893738,4.179,0,0
"thinkaloudp1006","Relation_to_goal","R2",3,"high",0.5,0.5,3,2,13.4119999408722,5.21,0,0
"thinkaloudp1006","Relation_to_goal","R3",5,"high",0.5,0.5,8,1,29.6840000152588,10.407,0,0
"thinkaloudp1006","Relation_to_goal","R6",2,"high",0.5,0.5,8,2,28.3109998703003,6.836,0,0
"thinkaloudp1006","Relation_to_goal","R4",1,"high",0.5,0.5,4,1,90.8610000610352,21.396,0,0
"thinkaloudp1006","Rule_discovery","R6",1,"high",0.5,0.5,7,2,77.4300000667572,6.987,0,0
"thinkaloudp1006","Rule_discovery","R2",1,"high",0.5,0.5,1,2,49.9420001506805,3.126,0,0
"thinkaloudp1006","Rule_discovery","R7",3,"high",0.5,0.5,9,4,115.078000068665,2.877,0,0
"thinkaloudp1006","Rule_discovery","R4",1,"high",0.5,0.5,4,1,90.8610000610352,19.58,0,0
"thinkaloudp1006","Rule_following","R1",3,"high",0.5,0.5,3,1,25.4100000858307,7.18,0,0
"thinkaloudp1006","Rule_following","R7",2,"high",0.5,0.5,8,3,32.103000164032,20.357,0,0
"thinkaloudp1006","Rule_following","R4",6,"high",0.5,0.5,6,2,18.7969999313354,5.734,0,0
